.	0	0	2	7	10	12	15	16	18	19	20	22	23	24	25	26	27	28	29	30	31	33	34
.	0	3905743	45345497	49158122	57009821	59025108	61049836	73186593	74775249	74919293	77067802	83794125	92125932	94625060	109130534	152157667	173621700	228617928	235434409	360506841	924229100	1050788673	1572984495
.	1	0	2	7	10	12	15	16	18	19	20	22	23	24	25	26	27	28	29	30	31	33	34
.	1	656238	42553987	46270739	59523316	60829670	63811399	85685424	87500618	87849582	90541237	98878279	107130755	109949995	122776265	161380042	203451500	250205648	255989649	353899708	831992900	886666997	1572984495
.	2	0	2	7	10	12	15	16	18	19	20	22	23	24	25	26	27	28	29	30	31	33	34
.	2	398051	42198059	46081160	69030791	70124368	72241217	102005717	103764268	103935340	106764469	116815033	126127923	128986547	144909255	182601025	232783825	279646973	284761753	374832749	802551304	837186800	1572984495
.	3	0	2	7	10	12	16	17	18	19	20	22	23	24	25	26	27	28	29	30	31	32	33	35	37
.	3	233992	42186073	45031477	59891489	60738132	68385901	73532113	74935981	90435769	92842607	98900996	101105449	103589380	111590841	125891324	136619749	165387764	167258376	202683922	215977480	282165857	332490950	664305828	1572984495
.	4	0	2	7	10	12	16	17	18	19	20	22	23	24	25	26	27	28	29	30	31	32	33	35	37
.	4	2364951	51205459	56536279	69659583	70881666	80366690	85961970	87756625	97500888	100122654	107317029	109253887	111414392	120437430	136195902	146709417	173202663	174539749	209721352	217627724	281571959	339058902	691504942	1572984495
.	5	0	2	6	7	8	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
.	5	2308141	54358972	54368148	56536501	62182007	71043174	73104452	73552194	74624903	74803255	77284668	79890318	91211746	94880815	98175788	98811633	100189860	104073514	110523737	111840685	122044929	133885125	144065046	160148133	169487295	201894254	217692686	280883267	328072243	328085528	671559644	695059501	1572984495
.	6	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
.	6	2343210	57503283	57515587	57529057	59064267	63788418	63788423	72190975	74371775	74710403	75720876	75833198	77907433	80004254	90293240	93429345	96512870	96976494	98121717	101749098	107132200	108284885	117995099	129053872	139352076	154125712	162741556	192979900	208765790	269917593	317934881	317950844	666797141	693881253	1572984495
.	7	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
.	7	2289285	60620873	60642287	60651516	62106112	66801085	66801112	75937828	78567863	78864927	79837932	79922506	81774921	83836250	93792921	97165286	100879787	101316410	102422960	106287054	112007578	113179372	123218210	135824305	146311554	159572617	169227118	201519632	214248689	273924284	322783252	322799197	665266299	691364145	1572984495
.	8	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
.	8	2315891	62981765	62996344	63006885	64261910	68626756	68627059	77900897	80764275	81019227	81989734	82060082	83713289	85638583	95741355	99212799	103063375	103462166	104516367	108381023	113896723	114990495	125090439	130103063	149666497	161260094	170977766	203594035	214274858	257607411	295840732	324132511	440587032	440792639	628187808	724071165	1572984495
.	9	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
.	9	2336294	65030544	65046841	65058727	66276725	70611820	70618393	80601532	84096931	84320663	85229854	85287068	86748666	88586031	98605525	102311188	106556603	106898836	107900556	111697231	117361109	118384004	128989490	134002798	155712096	165204961	175432282	209296210	218954921	262528939	303197733	329825973	448886954	449092272	637773090	745508314	1572984495
.	10	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
.	10	2201277	66860209	66874293	66883707	67943683	72010932	72030455	81971088	85166314	85369826	86250555	86304325	87791766	89510926	99766834	103408782	107438622	107743963	108702243	112468333	117956566	118927726	129442630	134354671	158131788	165433878	175383532	208952598	218277501	261773785	301556707	328281602	445795781	445969789	631994304	738196593	1572984495
.	11	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
.	11	2224435	68561847	68576052	68586773	69614358	73622504	73657194	83737352	86704482	86899014	87737122	87797309	89353149	91195350	101721713	105501276	109211324	109526218	110537406	114281404	119819664	120768136	131290406	136333580	162366536	167811555	177590670	211165310	220324942	265249524	304316025	332434041	451184085	451366222	641034527	747434748	1572984495
.	12	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
.	12	2330434	70185855	70202404	70216711	71275941	75432336	75481584	85795882	88553521	88745865	89500096	89566005	91298713	93280410	103300388	107164084	110805461	111124796	112195445	115974262	121746712	122683026	133342368	138577329	164742001	169870092	179748305	213868961	223063526	268754105	308011383	336021902	456714966	456888768	649248956	760051951	1572984495
.	13	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	13	2222684	71562258	71583893	71607164	72618652	76744396	76822140	87408371	90282782	90473798	91189835	91257298	91696725	94475666	105090981	109026634	112815118	113115591	114184120	117968615	120421853	124716574	135627632	141001681	167327869	172395697	182266595	202126002	225117718	261484428	302029507	333532498	354558113	434413227	492396611	649271871	748179768	1053417455	1572984495
.	14	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	14	2331232	72909434	72933989	72967538	73998857	78121267	78236692	89015703	91959848	92165228	92838793	92906609	93384478	96343285	106770951	110932753	114686639	115024717	116097415	119884413	122426583	126934376	137942009	143618126	169795016	174949224	184874662	204986375	228289028	264287572	305657357	336685167	358351212	438533705	496893239	656567795	755960704	1064606224	1572984495
.	15	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	15	2249235	74193759	74219983	74255915	75278059	79491080	79654134	90834079	93859634	94058075	94705226	94776791	95316343	98426043	109023656	113270182	117151877	117473587	118600328	122403338	125043663	129716180	141161841	147003293	173610871	178767661	188890263	209505655	233040619	269729630	312127664	343558714	366017230	447522306	506705642	670837421	771484305	1083889192	1572984495
.	16	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	16	2319550	75485023	75511468	75551503	76479679	80558008	80774292	91792700	94992419	95177937	95822069	95894745	96457721	99407775	110139369	114248557	118236568	118546464	119642198	123351301	125932871	130690264	142062868	147622337	174422173	179416498	189472931	210258188	233313218	270072491	312184417	344149541	366880152	448117657	508674851	672309459	776148544	1085456183	1572984495
.	17	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	17	2359122	76744838	76768514	76817182	77694356	81704083	81998183	92845591	95936909	96116638	96750646	96825135	97444723	100358459	111136691	115204673	119144443	119457781	120551548	124213726	126789300	131610360	142923259	148401244	175183758	180119030	189997599	211055676	233805878	270794400	312462330	345172887	368699230	449672217	510711762	674109886	780595147	1084512954	1572984495
.	18	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	18	2237178	77973088	77999025	78055455	78907852	82956364	83339672	94009498	97023729	97201769	97811822	97889350	98561302	101206784	102612932	116152965	120082272	120404932	121525539	125152760	127897096	132937381	143880156	149726440	175933463	181015956	190899311	212298674	234988064	271267838	298818751	345823204	370047148	435805150	501491590	636196537	764581596	1074960582	1572984495
.	19	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	19	2366117	79214901	79240705	79316740	80161938	84308430	84842337	95765707	98693508	98875822	99476164	99562904	100331084	103178205	104929098	118163467	122206324	122548427	123745752	127343822	130178217	135571428	146715425	152666075	178897354	184008799	193853583	215903449	238637632	274960803	302846398	349913657	374706827	440694214	506667205	641828411	772864626	1079696736	1572984495
.	20	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	20	2345358	80417570	80443722	80530816	81357642	85611973	86331322	97130111	99978730	100159027	100748646	100845604	101708882	104796515	106939414	119491616	123488922	123851241	125106202	128634312	131692009	137494595	148493296	154526658	180334639	185480745	195412797	217912369	240704267	276573177	304822423	351802431	377413969	443582718	510020648	646684037	778527800	1084501680	1572984495
.	21	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	21	2251435	81544977	81576218	81680526	82484762	86766932	87687170	98222912	100807201	100999679	101574338	101680999	102652066	105986090	108538698	120287691	124263566	124686714	125984492	129483268	132650997	138805109	149680389	155705376	180908450	186023176	195813031	218958887	241403477	276838796	305098570	351768771	378043842	443821633	510165851	646143828	780624654	1083074547	1572984495
.	22	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	22	2279780	82695357	82727767	82825002	83610890	87900201	89065295	99106589	101522421	101715250	102277214	102386542	103468425	106996030	110045937	120818750	124692066	125149901	126469103	129901517	133230450	139881820	150391198	156443170	180868181	186000263	195678609	219363469	241575068	276354773	304657228	350802305	377912154	443072493	509431045	645255628	781743380	1081807687	1572984495
.	23	0	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
